date,top_wallet_entered_polymarket,top_wallet_best_price_polymarket,top_wallet_bracket_type_polymarket,top_wallet_won_polymarket,our_bot_entered_kalshi,our_bot_best_price_kalshi,our_bot_gap_pp_kalshi,our_bot_won_kalshi,gumbel_prob_for_winner,actual_settlement_knyc,actual_settlement_klga,price_advantage_wallet,same_direction,timing_winner
2025-07-24,True,0.002,central,True,True,0.69,24.886636087746023,True,0.9999999147374863,87.0,89.5,0.688,,wallet_later
2025-07-25,True,0.001,central,True,True,0.91,10.996373338390269,True,0.9980327849165106,95.0,97.5,0.909,,wallet_later
2025-07-26,True,0.001,central,True,False,,,,8.244749202002439e-13,85.0,87.5,,,
2025-07-27,True,0.001,upper_tail,True,True,0.86,15.9999988170787,True,0.812187421836561,84.0,86.5,0.859,,wallet_later
2025-07-28,True,0.004,upper_tail,True,False,,,,0.00028861685955305916,94.0,96.5,,,
2025-07-29,True,0.25,upper_tail,True,True,0.67,34.99997777037014,True,0.03908464060790662,97.0,99.5,0.42000000000000004,,wallet_later
2025-07-30,True,0.03,central,True,True,0.88,13.996843127579323,True,0.8681302069803174,95.0,97.5,0.85,,wallet_later
2025-07-31,True,0.011,central,False,True,0.39,34.08031090203193,True,,89.0,91.5,0.379,,wallet_later
2025-08-01,True,0.002,central,True,True,0.5700000000000001,40.34775152047169,True,0.883541314771877,73.0,75.5,0.5680000000000001,,wallet_later
2025-08-03,True,0.16,central,True,True,0.9,11.011324085072967,True,0.0015079052659116821,84.0,86.5,0.74,,wallet_later
2025-08-04,True,0.03,upper_tail,True,True,0.8,21.99822184166183,True,9.325398005418604e-14,89.0,91.5,0.77,,wallet_earlier
2025-08-05,True,0.001,central,True,False,,,,0.0011678299760931581,86.0,88.5,,,
2025-08-06,True,0.001,central,True,True,0.34,40.73988089684229,True,4.446526595527271e-05,79.0,81.5,0.339,,wallet_later
2025-08-07,True,0.001,central,True,False,,,,0.003462999564069774,81.0,83.5,,,
2025-08-08,True,0.00839,central,False,False,,,,,82.0,84.5,,,
2025-08-09,True,0.001,central,True,False,,,,0.9997054046399367,85.0,87.5,,,
2025-08-10,True,0.001,central,True,False,,,,0.7237062786873422,90.0,92.5,,,
2025-08-11,True,0.011,upper_tail,True,True,0.54,32.51040063069831,True,0.8841302560333754,89.0,91.5,0.529,,wallet_later
2025-08-12,True,0.001,central,True,False,,,,0.9833178265215021,91.0,93.5,,,
2025-08-13,True,0.001,central,True,True,0.47,29.538535900583597,True,0.9428887007150693,89.0,91.5,0.469,,wallet_later
2025-08-14,True,0.0011686113789778207,central,False,False,,,,,89.0,91.5,,,
2025-08-15,True,0.011,upper_tail,False,True,0.73,26.815294473571992,True,,89.0,91.5,0.719,,wallet_later
2025-08-16,True,0.011,upper_tail,False,True,0.31,45.71026475877313,True,,84.0,86.5,0.299,,wallet_earlier
2025-08-17,True,0.006,central,False,True,0.6599999999999999,26.134457622927048,True,,91.0,93.5,0.6539999999999999,,wallet_earlier
2025-08-18,True,0.05,central,False,False,,,,,75.0,77.5,,,
2025-08-19,True,0.001,central,True,True,0.63,20.53187322209471,True,0.33064863474858697,77.0,79.5,0.629,,wallet_later
2025-08-20,True,0.011,lower_tail,True,True,0.42,32.05158993684482,True,0.9996118843252286,70.0,72.5,0.409,,wallet_later
2025-08-21,True,0.005,lower_tail,True,True,0.37,29.203906917359156,True,0.9976803133409052,72.0,74.5,0.365,,wallet_earlier
2025-08-22,True,0.002,central,False,True,0.89,12.886194838128011,True,,83.0,85.5,0.888,,wallet_later
2025-08-23,True,0.02,central,False,True,0.72,23.53085319693917,True,,82.0,84.5,0.7,,wallet_later
2025-08-24,True,0.999,central,True,True,0.4399999999999999,50.87300075777307,True,6.699587433454992e-08,80.0,82.5,-0.5590000000000002,,wallet_later
2025-08-25,True,0.001,upper_tail,True,True,0.43,33.185452695942004,True,5.372264653478103e-101,86.0,88.5,0.429,,wallet_later
2025-08-26,True,0.001,upper_tail,False,True,0.71,21.083771821826264,True,,79.0,81.5,0.709,,wallet_earlier
2025-08-27,True,0.002,central,True,True,0.6,32.284672528496905,True,0.3308461039301791,75.0,77.5,0.598,,wallet_later
2025-08-28,True,0.01,central,True,False,,,,0.7343662528375611,78.0,80.5,,,
2025-08-30,True,0.01,central,False,True,0.95,5.324781108593928,True,,76.0,78.5,0.94,,wallet_later
2025-08-31,True,0.001,central,True,False,,,,0.9962007944868279,79.0,81.5,,,
2025-09-02,True,0.002,central,False,False,,,,,79.0,81.5,,,
2025-09-03,True,0.002,upper_tail,True,False,,,,0.31826150372675344,79.0,81.5,,,
2025-09-04,True,0.998,central,True,False,,,,0.02551511522801735,77.0,79.5,,,
2025-09-05,True,0.001,central,False,False,,,,,82.0,84.5,,,
2025-09-06,False,,,,True,0.5,31.42995169812449,True,,,,,,
2025-09-07,True,0.01,central,False,True,0.74,22.86993207361042,True,,69.0,71.5,0.73,,wallet_later
2025-09-08,True,0.002,lower_tail,False,False,,,,,73.0,75.5,,,
2025-09-09,True,0.02,lower_tail,False,True,0.6,28.19286801356371,True,,73.0,75.5,0.58,,wallet_earlier
2025-09-10,True,0.002,central,False,True,0.25,30.99944442529104,True,,73.0,75.5,0.248,,wallet_later
2025-09-11,True,0.002,upper_tail,False,True,0.29,40.49375438511672,True,,79.0,81.5,0.288,,wallet_earlier
2025-09-12,True,0.001,central,False,True,0.95,6.7990571083271485,True,,78.0,80.5,0.949,,wallet_later
2025-09-13,False,,,,True,0.69,24.389714997614035,True,,,,,,
2025-09-14,True,0.002,central,False,False,,,,,81.0,83.5,,,
2025-09-15,False,,,,True,0.91,10.935697701432815,True,,,,,,
2025-09-16,True,0.05100000058838022,lower_tail,False,True,0.31,45.5385359005836,True,,74.0,76.5,0.2589999994116198,,wallet_later
2025-09-17,True,0.004,central,True,True,0.84,17.844475744422713,True,0.9944794094854298,70.0,72.5,0.836,,wallet_later
2025-09-18,True,0.001,central,False,False,,,,,83.0,85.5,,,
2025-09-19,True,0.011,central,True,True,0.51,33.59676437588076,False,0.943595061396107,84.0,86.5,0.499,,wallet_earlier
2025-09-20,True,0.012,central,False,True,0.4399999999999999,33.332618327644795,True,,73.0,75.5,0.4279999999999999,,wallet_later
2025-09-22,True,0.001,central,True,True,0.42,54.69988508636596,True,0.9601799308812132,73.0,75.5,0.419,,wallet_later
2025-09-23,True,0.012,upper_tail,True,False,,,,0.033447826905764644,83.0,85.5,,,
2025-09-24,True,0.01,central,True,False,,,,0.9881621941369421,80.0,82.5,,,
2025-09-25,True,0.001,central,True,True,0.6799999999999999,31.12847997673578,True,0.9785567552365937,77.0,79.5,0.6789999999999999,,wallet_later
2025-09-26,True,0.001,central,True,True,0.3,20.83531415805612,False,0.9870895067685005,82.0,84.5,0.299,,wallet_later
2025-09-27,True,0.011,central,True,True,0.42,40.297045191034734,True,0.999597977971996,79.0,81.5,0.409,,wallet_earlier
2025-09-28,True,0.01,upper_tail,True,False,,,,0.8717081382498637,83.0,85.5,,,
2025-09-29,True,0.001,central,True,True,0.38,57.16616527480194,True,0.7793120005159705,78.0,80.5,0.379,,wallet_later
2025-09-30,True,0.002,central,True,True,0.49,21.98396836652392,False,0.9656168733117882,81.0,83.5,0.488,,wallet_later
2025-10-01,False,,,,True,0.31,31.007842589161,False,,,,,,
2025-10-02,True,0.001,central,False,True,0.56,41.400031145491575,True,,66.0,68.5,0.559,,wallet_later
2025-10-03,True,0.001,central,False,True,0.4399999999999999,27.141665309116192,True,,71.0,73.5,0.4389999999999999,,wallet_later
2025-10-04,True,0.001,central,True,False,,,,0.9882853775067052,82.0,84.5,,,
2025-10-05,True,0.003,central,True,True,0.94,7.686851434372198,True,0.9027831255117194,84.0,86.5,0.9369999999999999,,wallet_later
2025-10-06,True,0.0041097153244392505,central,True,True,0.6699999999999999,27.271608283465127,True,0.9392025265784781,80.0,82.5,0.6658902846755607,,wallet_later
2025-10-07,True,0.012,central,True,True,0.6799999999999999,26.19653170473441,True,0.9989708520290883,80.0,82.5,0.6679999999999999,,wallet_later
2025-10-08,True,0.01,central,True,False,,,,0.8554632462567173,72.0,74.5,,,
2025-10-09,True,0.002,upper_tail,False,True,0.3,46.714153339100235,True,,59.0,61.5,0.298,,wallet_earlier
2025-10-10,True,0.38,central,True,True,0.36,33.037704439139816,False,0.8815329666402023,62.0,64.5,-0.020000000000000018,,wallet_later
2025-10-11,True,0.9985,lower_tail,True,True,0.39,43.19060437240137,True,1.5508341122836786e-19,64.0,66.5,-0.6085,,wallet_later
2025-10-12,True,0.03,central,True,True,0.14,76.3398031765933,True,0.9999992948861083,63.0,65.5,0.11000000000000001,,wallet_earlier
2025-10-13,True,0.01,central,True,False,,,,0.9997619823128366,58.0,60.5,,,
2025-10-14,True,0.02,central,True,True,0.31,45.47949313894775,True,0.9999835180579513,61.0,63.5,0.29,,wallet_later
2025-10-15,True,0.001,central,True,True,0.4,32.85840227501495,True,0.8655062519738937,68.0,70.5,0.399,,wallet_later
2025-10-16,True,0.002,central,True,True,0.82,19.988339203859187,True,0.9961599420427275,61.0,63.5,0.818,,wallet_later
2025-10-17,True,0.005,central,True,True,0.94,7.998867637563436,True,0.019737120334109237,63.0,65.5,0.9349999999999999,,wallet_later
2025-10-18,True,0.002,central,True,True,0.44,30.05158993684452,True,0.9537640886190328,65.0,67.5,0.438,,wallet_later
2025-10-19,True,0.001,central,True,True,0.95,6.646380967857485,True,0.999622367012047,70.0,72.5,0.949,,wallet_later
2025-10-20,True,0.001,central,True,True,0.03,72.28392776852601,False,0.9999936360774561,68.0,70.5,0.028999999999999998,,wallet_later
2025-10-21,True,0.001,central,True,True,0.43,21.360887934682214,True,0.9992139138672114,66.0,68.5,0.429,,wallet_later
2025-10-22,True,0.001,central,True,True,0.4599999999999999,28.739082263047735,True,0.9926622517368531,62.0,64.5,0.4589999999999999,,wallet_later
2025-10-23,True,0.09222222222222222,central,True,True,0.34,25.808526259314583,False,0.9992345221806687,60.0,62.5,0.24777777777777782,,wallet_later
2025-10-24,True,0.002,central,True,False,,,,0.7520067257703641,59.0,61.5,,,
2025-10-25,True,0.001,central,False,True,0.48,24.712975803761417,True,,58.0,60.5,0.479,,wallet_later
2025-10-26,True,0.005,upper_tail,True,True,0.9,11.999999709566646,True,0.7613468107640633,59.0,61.5,0.895,,wallet_later
2025-10-27,True,0.001,central,True,True,0.29,40.64328246108229,True,0.9739914716920449,55.0,57.5,0.289,,wallet_later
2025-10-28,True,0.002,central,True,True,0.6699999999999999,27.00466917471011,True,0.9405624887753778,54.0,56.5,0.6679999999999999,,wallet_later
2025-10-29,True,0.003,central,True,True,0.52,22.246658725308144,False,0.9993720080708677,56.0,58.5,0.517,,wallet_later
2025-10-30,True,0.004,upper_tail,True,False,,,,0.9313785757480664,63.0,65.5,,,
2025-10-31,True,0.002,central,True,True,0.75,23.458992686316503,True,0.6865593279898936,58.0,60.5,0.748,,wallet_earlier
2025-11-01,True,0.002,central,True,False,,,,0.9206825333821207,58.0,60.5,,,
2025-11-02,True,0.021000000027644964,central,True,True,0.37,27.653222016315805,False,0.9968606374819925,59.0,61.5,0.34899999997235504,,wallet_later
2025-11-03,True,0.004,central,True,True,0.4599999999999999,37.759298389810425,True,0.9985489897119324,59.0,61.5,0.4559999999999999,,wallet_later
2025-11-04,True,0.01,central,False,True,0.55,21.661438071254913,True,,59.0,61.5,0.54,,wallet_later
2025-11-05,True,0.004,upper_tail,True,False,,,,0.9884274817757909,66.0,68.5,,,
2025-11-06,True,0.001,central,True,True,0.82,19.87538504142546,True,0.00037803034702752923,57.0,59.5,0.819,,wallet_earlier
2025-11-07,True,0.001,central,False,True,0.33,27.01256683399023,False,,61.0,63.5,0.329,,wallet_later
2025-11-08,True,0.001,central,True,False,,,,0.8345674750414459,65.0,67.5,,,
2025-11-09,True,0.003,upper_tail,True,True,0.43,50.846797383713714,True,0.9913528670360783,63.0,65.5,0.427,,wallet_later
2025-11-10,True,0.003,central,False,True,0.03,88.18658891204761,False,,59.0,61.5,0.027,,wallet_later
2025-11-11,True,0.001,central,True,True,0.26,54.64149715234436,True,0.9999950776550836,41.0,43.5,0.259,,wallet_later
2025-11-12,True,0.001,central,True,True,0.72,23.6189885631092,True,0.9989270678511369,50.0,52.5,0.719,,wallet_later
2025-11-13,True,0.001,central,True,True,0.6,34.27160828346503,True,0.9259573088458275,51.0,53.5,0.599,,wallet_later
2025-11-14,True,0.002,central,True,True,0.49,29.483924091828474,True,0.907325603927565,51.0,53.5,0.488,,wallet_later
2025-11-15,True,0.001,central,True,True,0.5,43.26219630388464,True,0.999429043882108,50.0,52.5,0.499,,wallet_later
2025-11-16,True,0.001,central,True,False,,,,0.8611592166380432,56.0,58.5,,,
2025-11-17,True,0.001,central,True,True,0.5,27.79208889940931,True,0.8109530471447255,44.0,46.5,0.499,,wallet_later
2025-11-18,True,0.001,central,True,True,0.27,48.86253704164146,True,0.814747519746191,45.0,47.5,0.269,,wallet_later
2025-11-19,True,0.001,central,True,False,,,,0.9153885964636577,47.0,49.5,,,
2025-11-20,True,0.001,central,False,True,0.4499999999999999,32.332618327644965,True,,47.0,49.5,0.4489999999999999,,wallet_later
2025-11-21,True,0.001,central,True,True,0.74,22.655977606369447,True,0.4895592373725264,52.0,54.5,0.739,,wallet_later
2025-11-22,True,0.001,lower_tail,True,True,0.7,26.65597760636941,True,3.6230669444221335e-191,52.0,54.5,0.699,,wallet_earlier
2025-11-23,True,0.001,central,True,True,0.54,35.90770462106887,True,0.9996320210599344,49.0,51.5,0.539,,wallet_later
2025-11-24,True,0.001,central,True,False,,,,0.9972347638863283,52.0,54.5,,,
2025-11-25,True,0.001,central,True,True,0.34,42.2614610254557,True,0.9564214695487435,58.0,60.5,0.339,,wallet_later
2025-11-26,True,0.001,central,True,True,0.43,45.118764017716096,True,1.3808723180202783e-205,59.0,61.5,0.429,,wallet_earlier
2025-11-27,True,0.01,central,False,True,0.95,6.999959209512256,True,,49.0,51.5,0.94,,wallet_earlier
2025-11-28,True,0.002,central,False,True,0.47,29.40303587778995,True,,43.0,45.5,0.46799999999999997,,wallet_later
2025-11-29,True,0.002,central,False,True,0.48,31.94354300919696,True,,42.0,44.5,0.478,,wallet_earlier
2025-11-30,True,0.002,central,True,True,0.48,50.80038635711529,True,0.9764614123160666,47.0,49.5,0.478,,wallet_later
2025-12-01,True,0.001,central,True,False,,,,0.8707556569239737,43.0,45.5,,,
2025-12-02,True,0.001,central,True,True,0.38,60.33555979379024,True,0.992804847712336,40.0,42.5,0.379,,wallet_later
2025-12-03,True,0.001,central,True,True,0.6599999999999999,26.62463685300836,False,0.9980141382590849,41.0,43.5,0.6589999999999999,,wallet_later
2025-12-04,True,0.001,central,True,False,,,,0.9789985965572763,41.0,43.5,,,
2025-12-05,True,0.005,central,True,True,0.26,50.53853590058351,True,0.7773384409121776,32.0,34.5,0.255,,wallet_earlier
2025-12-06,True,0.001,central,True,True,0.42,34.22428639393439,True,0.6745472334949807,42.0,44.5,0.419,,wallet_later
2025-12-07,True,0.001,upper_tail,True,True,0.6799999999999999,27.788321349855956,True,1.0,43.0,45.5,0.6789999999999999,,wallet_later
2025-12-08,True,0.002,central,False,True,0.2099999999999999,77.23418399401864,True,,38.0,40.5,0.2079999999999999,,wallet_earlier
2025-12-09,True,0.002,upper_tail,True,True,0.69,30.643994923231915,True,0.9994873712998007,35.0,37.5,0.688,,wallet_later
2025-12-10,True,0.001,central,True,True,0.5,25.91909997959939,True,0.9361922015656736,47.0,49.5,0.499,,wallet_later
2025-12-11,True,0.002,central,False,False,,,,,41.0,43.5,,,
2025-12-12,True,0.001,central,True,True,0.41,29.35318648512906,True,0.9993483682013886,35.0,37.5,0.409,,wallet_later
2025-12-13,True,0.001,central,True,True,0.53,23.41460498811694,True,0.9951789777318715,41.0,43.5,0.529,,wallet_later
2025-12-14,True,0.001,central,False,True,0.06,86.03558669172703,False,,33.0,35.5,0.059,,wallet_earlier
2025-12-15,True,0.001,central,True,True,0.6799999999999999,28.28350577888165,True,0.982370454398113,29.0,31.5,0.6789999999999999,,wallet_later
2025-12-16,True,0.001,lower_tail,True,True,0.39,56.561085267326675,True,0.9981750591033802,32.0,34.5,0.389,,wallet_later
2025-12-17,True,0.002,upper_tail,True,True,0.89,12.484751433862272,True,0.9806259645257472,47.0,49.5,0.888,,wallet_later
2025-12-18,True,0.001,central,True,True,0.6000000000000001,41.818348278496046,True,0.6664847506540463,50.0,52.5,0.5990000000000001,,wallet_later
2025-12-19,True,0.001,central,True,True,0.4599999999999999,51.34775152047172,True,0.9994032199989632,58.0,60.5,0.4589999999999999,,wallet_earlier
2025-12-20,True,0.001,central,True,True,0.78,23.141829882170295,True,0.9999999999999929,38.0,40.5,0.779,,wallet_earlier
2025-12-21,True,0.01,central,True,False,,,,0.9457064161073468,46.0,48.5,,,
2025-12-22,True,0.001,central,True,True,0.63,34.128090441238236,True,0.9864477599186313,39.0,41.5,0.629,,wallet_later
2025-12-23,True,0.006,central,True,True,0.24,76.56299192573431,True,0.9946706165751104,40.0,42.5,0.23399999999999999,,wallet_earlier
2025-12-24,True,0.001,central,True,True,0.95,6.350646562402335,True,0.3269960822892305,46.0,48.5,0.949,,wallet_later
2025-12-25,True,0.001,central,True,False,,,,0.0,49.0,51.5,,,
2025-12-26,True,0.001,central,True,True,0.85,16.75409208281082,True,0.9997718531493591,29.0,31.5,0.849,,wallet_later
2025-12-27,True,0.001,central,True,True,0.17,67.19060437240142,True,0.9851036647309336,31.0,33.5,0.169,,wallet_earlier
2025-12-28,True,0.001,central,True,True,0.62,39.78935527817327,True,0.9974190782029094,39.0,41.5,0.619,,wallet_later
2025-12-29,True,0.001,upper_tail,True,True,0.55,43.33555979379024,True,1.0,49.0,51.5,0.549,,wallet_later
2025-12-30,True,0.001,central,True,True,0.64,28.528987773864245,True,0.6489407293560732,33.0,35.5,0.639,,wallet_later
2025-12-31,True,0.001,central,True,True,0.28,48.53656211240498,True,0.983907553754544,33.0,35.5,0.279,,wallet_later
2026-01-01,True,0.001,central,True,True,0.07,93.7259320104008,True,0.00024485636754312257,36.0,38.5,0.069,,wallet_earlier
2026-01-02,True,0.002,central,True,True,0.6599999999999999,28.45522394383149,True,0.9999999749959821,30.0,32.5,0.6579999999999999,,wallet_later
2026-01-03,True,0.001,central,True,True,0.63,33.30792931629928,True,0.9590377931325114,30.0,32.5,0.629,,wallet_later
2026-01-04,True,0.001,central,True,True,0.46,28.149986585923,True,0.9991598773520677,35.0,37.5,0.459,,wallet_later
2026-01-05,True,0.001,central,True,False,,,,0.9999601625511803,39.0,41.5,,,
2026-01-06,True,0.001,central,True,True,0.54,30.59151701373674,True,0.9998880994948172,42.0,44.5,0.539,,wallet_later
2026-01-07,True,0.001,central,True,True,0.42,33.56879028384167,True,0.9826394817543344,49.0,51.5,0.419,,wallet_later
2026-01-08,True,0.001,central,True,False,,,,0.8820119170774458,50.0,52.5,,,
2026-01-09,True,0.005,upper_tail,True,True,0.86,15.820777495334667,True,0.963262226683486,54.0,56.5,0.855,,wallet_earlier
2026-01-10,True,0.001,upper_tail,True,True,0.04,89.66698983003813,False,0.9995705226647393,52.0,54.5,0.039,,wallet_earlier
2026-01-11,True,0.001,central,True,True,0.96,5.580473772565448,True,0.7830852632284582,47.0,49.5,0.959,,wallet_earlier
2026-01-12,True,0.001,central,True,True,0.9,11.703115312787594,True,0.999998618211158,41.0,43.5,0.899,,wallet_later
2026-01-13,True,0.001,central,True,True,0.34,22.27224088468583,True,0.9919763037979499,48.0,50.5,0.339,,wallet_later
2026-01-14,True,0.001,central,True,True,0.5,46.33219590738983,True,0.926369413227958,52.0,54.5,0.499,,wallet_later
2026-01-15,False,,,,True,0.03,95.8071961388615,False,,,,,,
2026-01-16,True,0.001,lower_tail,True,True,0.89,12.69501838505196,True,0.9999986232351049,34.0,36.5,0.889,,wallet_later
2026-01-17,True,0.001,central,True,True,0.5,42.57695905675872,True,0.9998408534404738,39.0,41.5,0.499,,wallet_earlier
2026-01-18,True,0.001,upper_tail,True,True,0.25,68.60247475743041,True,0.9999999917319782,36.0,38.5,0.249,,wallet_later
2026-01-19,True,0.001,central,True,True,0.35,49.02370673162577,True,0.6079435349054547,32.0,34.5,0.349,,wallet_later
2026-01-20,True,0.001,central,True,False,,,,0.9999999979003694,26.0,28.5,,,
2026-01-21,True,0.002,central,True,True,0.38,24.087459001185685,True,0.9068004128252296,40.0,42.5,0.378,,wallet_later
2026-01-22,True,0.013,central,True,True,0.29,28.300098568814185,True,1.0,47.0,49.5,0.27699999999999997,,wallet_later
2026-01-23,True,0.001,central,True,True,0.2299999999999999,50.611022681378785,False,0.923748645216192,38.0,40.5,0.2289999999999999,,wallet_later
2026-01-24,True,0.002,central,True,False,,,,0.9999999998504865,17.0,19.5,,,
2026-01-25,True,0.008889654643131236,central,True,True,0.65,36.96268630626539,True,0.9999985996326619,22.0,24.5,0.6411103453568688,,wallet_earlier
2026-01-26,True,0.002,central,True,True,0.42,45.35822315664607,True,0.9999959275580446,27.0,29.5,0.418,,wallet_later
2026-01-27,True,0.16941666666666666,central,False,True,0.25,41.253761853410744,True,,22.0,24.5,0.08058333333333334,,wallet_later
2026-01-28,True,0.027683333333333334,central,True,True,0.48,43.17332602932952,True,0.0009063872988849253,23.0,25.5,0.45231666666666664,,wallet_later
2026-01-29,True,0.001,central,False,True,0.53,33.88417903263245,True,,23.0,25.5,0.529,,wallet_earlier
2026-01-30,False,,,,True,0.3399999999999999,44.232309683351865,True,,,,,,
2026-01-31,True,0.1,central,True,True,0.64,33.07043804376523,False,0.9944704899062831,24.0,26.5,0.54,,wallet_later
2026-02-01,True,0.56,central,True,True,0.42,57.05738847780181,True,0.9996859119822583,24.0,26.5,-0.14000000000000007,,wallet_later
2026-02-02,True,0.99,central,True,True,0.69,22.61345478471662,True,0.9999961746627125,35.0,37.5,-0.30000000000000004,,wallet_earlier
2026-02-03,True,0.006,central,True,True,0.63,38.89036975947485,True,0.9999975174798328,33.0,35.5,0.624,,wallet_later
2026-02-04,True,0.005632387994357153,central,True,True,0.4499999999999999,45.82903926174012,True,0.0,33.0,35.5,0.44436761200564273,,wallet_later
2026-02-05,True,0.963,central,True,True,0.26,44.19771745330768,True,1.0165375636632817e-12,32.0,34.5,-0.703,,wallet_earlier
2026-02-06,True,0.001,central,True,True,0.54,43.59918992673368,True,1.0,33.0,35.5,0.539,,wallet_later
2026-02-07,True,0.9754054054054054,lower_tail,True,False,,,,0.2576577015537398,27.0,29.5,,,
2026-02-08,True,0.9663189939007935,lower_tail,True,True,0.37,56.34266448579632,True,0.9999966207004973,18.0,20.5,-0.5963189939007935,,wallet_earlier
2026-02-09,True,0.9538944044904403,central,True,True,0.4499999999999999,53.82423142719123,True,0.9999581518745037,31.0,33.5,-0.5038944044904403,,wallet_later
2026-02-10,True,0.010975878260869565,central,True,True,0.56,40.08845496046222,True,0.9999983705644279,37.0,39.5,0.5490241217391305,,wallet_later
2026-02-11,True,0.9290874269005848,central,True,True,0.5800000000000001,40.89297837064191,True,0.9944331700420536,41.0,43.5,-0.3490874269005847,,wallet_later
2026-02-12,True,0.0367233918128655,central,True,True,0.41,39.52674626612821,False,0.9999640784782303,36.0,38.5,0.3732766081871345,,wallet_later
2026-02-13,True,0.00697444089456869,central,True,True,0.77,23.24430329878804,True,0.9457847030544502,38.0,40.5,0.7630255591054314,,wallet_later
2026-02-14,True,0.001,central,True,True,0.43,45.62745243047398,True,0.9992161368428687,46.0,48.5,0.429,,wallet_later
2026-02-15,True,0.19408663669799756,central,True,True,0.6599999999999999,33.96572838622684,True,0.999999999792232,40.0,42.5,0.4659133633020024,,wallet_later
2026-02-16,True,0.003,central,True,True,0.6799999999999999,31.012118847941434,True,0.9999999998684179,39.0,41.5,0.6769999999999999,,wallet_later
2026-02-17,True,0.017000001207202724,lower_tail,True,True,0.54,33.43238444684799,True,0.9949171480352534,47.0,49.5,0.5229999987927973,,wallet_later
2026-02-18,True,0.001,central,True,True,0.54,45.785930313479874,True,0.9993443131485976,41.0,43.5,0.539,,wallet_earlier
2026-02-19,True,0.008015081001472754,upper_tail,True,True,0.4,24.49774762719702,True,0.9990999459972406,42.0,44.5,0.3919849189985273,,wallet_earlier
2026-02-20,True,0.012529205789861051,central,True,True,0.54,44.99206186938263,True,0.9994431132926739,37.0,39.5,0.527470794210139,,wallet_later
2026-02-21,True,0.001,central,True,True,0.6599999999999999,23.322059506470733,True,0.9999672756875327,46.0,48.5,0.6589999999999999,,wallet_later
2026-02-22,True,0.011427742413784287,central,True,True,0.94,7.921817596039441,True,0.9849008564438952,39.0,41.5,0.9285722575862156,,wallet_later
2026-02-23,True,0.001,upper_tail,True,True,0.42,26.253344673727447,True,0.9983540801585212,35.0,37.5,0.419,,wallet_earlier
2026-02-24,True,0.007706921150624271,central,True,True,0.31,31.70819603381215,True,0.9999959132486965,31.0,33.5,0.30229307884937573,,wallet_later
2026-02-25,True,0.010833036740444148,central,True,True,0.55,43.232553516812175,True,0.9999999961646884,44.0,46.5,0.5391669632595559,,wallet_earlier
2026-02-26,True,0.014317821357766705,central,True,True,0.56,43.47977884804009,True,0.9999999321198189,49.0,51.5,0.5456821786422333,,wallet_earlier
2026-02-27,True,0.00964736531403198,central,True,True,0.67,34.990303067437964,True,0.999999997821306,44.0,46.5,0.660352634685968,,wallet_earlier
2026-02-28,True,0.005456522565681913,central,True,True,0.6799999999999999,33.8888832084648,True,1.0,54.0,56.5,0.674543477434318,,wallet_later
2026-03-01,True,0.020259154189075215,central,True,True,0.14,80.08377182182626,True,0.995823952554025,43.0,45.5,0.1197408458109248,,wallet_later
2026-03-02,True,0.033893505958309006,central,True,False,,,,0.9998437675598929,33.0,35.5,,,
2026-03-03,True,0.01228428828109403,central,True,True,0.64,37.75076029205816,True,0.9999999957108542,36.0,38.5,0.6277157117189059,,wallet_earlier
2026-03-04,True,0.2142987282402814,central,True,True,0.6100000000000001,39.637816061737645,True,0.9113130912595818,49.0,51.5,0.3957012717597187,,wallet_earlier
2026-03-05,False,,,,True,0.1099999999999999,88.85582650149203,True,,,,,,
2026-03-06,True,0.005,upper_tail,True,True,0.6799999999999999,26.49125909786672,True,0.9997576082832874,41.0,43.5,0.6749999999999999,,wallet_earlier
2026-03-07,True,0.006970648303589568,central,True,True,0.6,34.19507632334926,False,0.9882176271767635,52.0,54.5,0.5930293516964104,,wallet_later
2026-03-08,True,0.001,central,True,True,0.95,5.7800987585776955,True,1.0,69.0,71.5,0.949,,wallet_later
2026-03-09,True,0.002,central,True,False,,,,1.0,73.0,75.5,,,
2026-03-10,True,0.015332147909967845,central,True,True,0.92,8.181921515867693,True,0.0,80.0,82.5,0.9046678520900322,,wallet_earlier
2026-03-11,True,0.013077813621936624,central,True,True,0.44,54.56643864491632,True,0.0,72.0,74.5,0.4269221863780634,,wallet_later
2026-03-12,True,0.007,central,True,False,,,,0.46633356087374533,63.0,65.5,,,
2026-03-13,True,0.99,central,True,True,0.43,56.29140768007736,True,0.0,42.0,44.5,-0.56,,wallet_later
2026-03-14,False,,,,True,0.39,28.4397173993262,True,,,,,,
2026-03-15,False,,,,True,0.38,56.84072499323922,True,,,,,,
2026-03-16,True,0.043262798634812284,central,True,True,0.84,17.448948183925957,True,0.0,57.0,59.5,0.7967372013651877,,wallet_earlier
2026-03-18,True,0.009055931599572497,central,True,True,0.75,24.076152492861425,True,1.0,37.0,39.5,0.7409440684004275,,wallet_earlier
2026-03-19,True,0.18,lower_tail,True,True,0.56,43.3697329548446,True,0.9999999999999999,44.0,46.5,0.38000000000000006,,wallet_earlier
2026-03-20,True,0.014692269498128485,central,True,True,0.65,30.352503254833884,True,0.9999998468587163,57.0,59.5,0.6353077305018715,,wallet_later
