trades,trading_days,win_rate,profitable_days,profitable_day_rate,net_pnl,gross_pnl,sharpe,max_drawdown,avg_entry_price,median_entry_price,avg_return,strategy,timing,gate_profile,gap_threshold,dead_zone_enabled,price_band,min_price,max_price,directions,family
670,394,0.7970149253731343,274,0.6954314720812182,70.23,82.6,0.2665618085035182,-9.049999999999995,0.6737313432835821,0.6799999999999999,0.18687966991403632,CORE,open,current_backtest_gate,5,True,15_85,0.15,0.85,NO,all
573,372,0.7905759162303665,260,0.6989247311827957,57.870000000000005,68.71,0.2555944207591486,-5.20000000000001,0.6706631762652704,0.6799999999999999,0.1692886228274595,CORE,open,current_backtest_gate,5,True,15_85,0.15,0.85,NO,central
97,90,0.8350515463917526,74,0.8222222222222222,12.36,13.89,0.33268788707786584,-9.24,0.6918556701030928,0.75,0.29079379342546435,CORE,open,current_backtest_gate,5,True,15_85,0.15,0.85,NO,wings
33,33,0.9393939393939394,31,0.9393939393939394,9.07,9.65,1.1035888614430351,-0.5199999999999996,0.6469696969696969,0.6799999999999999,0.5532632573892335,CORE,open,current_backtest_gate,5,True,15_85,0.15,0.85,NO,wing_high
64,64,0.78125,50,0.78125,3.2900000000000005,4.240000000000002,0.12296268596524995,-8.73,0.715,0.83,0.15545797606914583,CORE,open,current_backtest_gate,5,True,15_85,0.15,0.85,NO,wing_low
851,416,0.6427732079905993,249,0.5985576923076923,81.88999999999999,98.91000000000001,0.21205260911993765,-12.480000000000004,0.526545240893067,0.54,0.2287134615854006,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,both,all
774,403,0.6447028423772609,239,0.5930521091811415,76.56,92.04,0.22145174703858822,-9.289999999999935,0.5257881136950904,0.54,0.22325290253268545,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,both,central
77,67,0.6233766233766234,38,0.5671641791044776,5.329999999999998,6.87,0.13245545405452144,-9.38,0.5341558441558442,0.52,0.2836027175178876,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,both,wings
24,24,0.9166666666666666,22,0.9166666666666666,7.62,8.1,1.1647434137184351,-0.5199999999999996,0.5791666666666667,0.5650000000000001,0.6255634999290258,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,both,wing_high
53,53,0.49056603773584906,26,0.49056603773584906,-2.2900000000000014,-1.2299999999999998,-0.07579608666669775,-8.73,0.5137735849056603,0.52,0.12875255189774956,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,both,wing_low
317,284,0.444794952681388,141,0.4964788732394366,25.00999999999999,31.35,0.15736241248371105,-10.570000000000022,0.34589905362776024,0.33,0.27877632894069004,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,YES,all
294,263,0.445578231292517,131,0.49809885931558934,25.029999999999987,30.909999999999997,0.171420145119807,-8.080000000000013,0.3404421768707483,0.33,0.2837892999231518,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,YES,central
23,23,0.43478260869565216,10,0.43478260869565216,-0.020000000000000462,0.4399999999999995,-0.0015413781160240883,-3.12,0.4156521739130435,0.4,0.21469748246922157,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,YES,wings
1,1,1.0,1,1.0,0.6799999999999999,0.7,0.0,0.0,0.3,0.3,2.2666666666666666,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,YES,wing_high
22,22,0.4090909090909091,9,0.4090909090909091,-0.7000000000000006,-0.2600000000000007,-0.057115884324656425,-3.1200000000000006,0.4209090909090909,0.42500000000000004,0.12142615591479222,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,YES,wing_low
534,361,0.7602996254681648,247,0.6842105263157895,56.88,67.56,0.25169921623083863,-8.71,0.6337827715355804,0.6599999999999999,0.19899449351119322,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,NO,all
480,340,0.7666666666666667,235,0.6911764705882353,51.53,61.129999999999995,0.2596893471487203,-4.160000000000011,0.6393125000000001,0.6699999999999999,0.18617435913102484,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,NO,central
54,48,0.7037037037037037,32,0.6666666666666666,5.349999999999999,6.430000000000001,0.19563035620221386,-9.38,0.5846296296296297,0.5800000000000001,0.3129512435571343,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,NO,wings
23,23,0.9130434782608695,21,0.9130434782608695,6.9399999999999995,7.4,1.1288242057271922,-0.52,0.591304347826087,0.5800000000000001,0.5542111883317371,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,NO,wing_high
31,31,0.5483870967741935,17,0.5483870967741935,-1.5899999999999999,-0.97,-0.0872140274259939,-8.73,0.5796774193548386,0.5800000000000001,0.13395192969210643,CORE,open,current_backtest_gate,5,True,20_80,0.2,0.8,NO,wing_low
708,397,0.6412429378531074,237,0.5969773299748111,71.4,85.56,0.21441124153587834,-11.559999999999999,0.5203954802259886,0.53,0.24737039568034783,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,both,all
642,378,0.6433021806853583,226,0.5978835978835979,67.07,79.91000000000001,0.22547764869058243,-7.530000000000008,0.5188317757009346,0.54,0.24426026938714124,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,both,central
66,59,0.6212121212121212,34,0.576271186440678,4.329999999999999,5.650000000000001,0.1222829106865473,-8.959999999999997,0.5356060606060606,0.52,0.27762344235063047,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,both,wings
20,20,0.9,18,0.9,6.799999999999999,7.199999999999999,1.1547355882521786,-0.52,0.54,0.515,0.6976583186732654,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,both,wing_high
46,46,0.5,23,0.5,-2.470000000000001,-1.5499999999999998,-0.09330868169595123,-7.93,0.533695652173913,0.52,0.09499958307991956,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,both,wing_low
261,240,0.48659003831417624,127,0.5291666666666667,24.219999999999988,29.439999999999998,0.1807482293452053,-10.230000000000022,0.3737931034482759,0.35,0.3194620925502746,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,YES,all
242,222,0.48760330578512395,118,0.5315315315315315,24.29999999999999,29.139999999999997,0.1978450179277859,-8.110000000000014,0.36719008264462816,0.35,0.32484618256215575,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,YES,central
19,19,0.47368421052631576,9,0.47368421052631576,-0.08000000000000052,0.2999999999999998,-0.007140096720159864,-2.420000000000001,0.45789473684210524,0.5,0.2508857881884197,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,YES,wings
1,1,1.0,1,1.0,0.6799999999999999,0.7,0.0,0.0,0.3,0.3,2.2666666666666666,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,YES,wing_high
18,18,0.4444444444444444,8,0.4444444444444444,-0.7600000000000006,-0.40000000000000013,-0.07250269898373277,-2.4200000000000004,0.4666666666666667,0.5,0.1388979616062949,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,YES,wing_low
447,328,0.7315436241610739,218,0.6646341463414634,47.17999999999999,56.120000000000005,0.23782241867126716,-8.25,0.6059955257270694,0.65,0.20527658609857857,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,NO,all
400,306,0.7375,207,0.6764705882352942,42.77,50.77,0.24577311707383914,-3.2600000000000193,0.610575,0.65,0.19550579191625747,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,NO,central
47,44,0.6808510638297872,29,0.6590909090909091,4.41,5.3500000000000005,0.18130459805239552,-8.62,0.5670212765957447,0.55,0.2884322812672689,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,NO,wings
19,19,0.8947368421052632,17,0.8947368421052632,6.119999999999999,6.5,1.1064345281816503,-0.52,0.5526315789473685,0.53,0.6150789319367707,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,NO,wing_high
28,28,0.5357142857142857,15,0.5357142857142857,-1.71,-1.15,-0.10500654619025582,-7.93,0.5767857142857142,0.5700000000000001,0.06677919688439259,CORE,open,current_backtest_gate,5,True,25_75_current,0.25,0.75,NO,wing_low
593,371,0.6340640809443507,221,0.5956873315363881,60.86999999999999,72.73,0.21379880682672467,-12.989999999999998,0.51141652613828,0.51,0.2536354879404482,CORE,open,current_backtest_gate,5,True,30_70,0.3,0.7,both,all
536,350,0.6380597014925373,208,0.5942857142857143,58.11999999999999,68.84,0.22953111958359207,-7.2800000000000225,0.5096268656716417,0.51,0.2556800156292037,CORE,open,current_backtest_gate,5,True,30_70,0.3,0.7,both,central
57,50,0.5964912280701754,27,0.54,2.749999999999999,3.8900000000000006,0.08788124294504852,-8.2,0.5282456140350877,0.52,0.2344097538847821,CORE,open,current_backtest_gate,5,True,30_70,0.3,0.7,both,wings
18,18,0.8888888888888888,16,0.8888888888888888,6.3199999999999985,6.68,1.1357220262388799,-0.52,0.5177777777777778,0.5,0.7391129974096659,CORE,open,current_backtest_gate,5,True,30_70,0.3,0.7,both,wing_high
39,39,0.46153846153846156,18,0.46153846153846156,-3.570000000000001,-2.790000000000001,-0.15747725611264504,-7.169999999999998,0.533076923076923,0.52,0.0014697953348357022,CORE,open,current_backtest_gate,5,True,30_70,0.3,0.7,both,wing_low
220,210,0.5045454545454545,111,0.5285714285714286,20.109999999999992,24.509999999999998,0.1765554244714923,-8.730000000000015,0.3931363636363637,0.38,0.3067855807925478,CORE,open,current_backtest_gate,5,True,30_70,0.3,0.7,YES,all
