date,ticker,bracket,bracket_type,sleeve,gap_pp,direction,entry_price,entry_timing,confidence,model_prob,kalshi_result_yes,reconstructed_result_yes,settlement_mismatch,consensus,model_weight_source,weight_gfs,weight_ecmwf,weight_ukmo,weight_nbm,physics_mean,physics_spread,ai_mean,ai_spread,win,gross,fee,net,actual_temp,settlement_temp,month,month_num,quarter,is_current_tradeable,gap_abs,spread_between,actual_minus_consensus,entry_bucket,gap_bucket,prob_bucket,model_error_bucket,loss_mode
2025-01-23,KXHIGHNY-25JAN23-B28.5,<=nanF,wing_low,CORE,-43.0,NO,0.5700000000000001,9AM,81.67,0.0,True,False,True,27.895000000000003,fixed_weights,0.25,0.35,0.2,0.2,28.15,1.950000000000001,28.0,0.1000000000000014,False,-0.5700000000000001,0.02,-0.5900000000000001,28.0,28.0,2025-01,1,2025Q1,True,43.0,0.14999999999999858,0.10499999999999687,55-65c,40-50,0-0.5%,-1:+1F,NO_loss_cold_lower_tail_hit
2025-01-23,KXHIGHNY-25JAN23-B28.5,<=nanF,wing_low,DEEP_TAIL_NO,-43.0,NO,0.5900000000000001,9AM,81.67,0.0,True,False,True,27.895000000000003,fixed_weights,0.25,0.35,0.2,0.2,28.15,1.950000000000001,28.0,0.1000000000000014,False,-0.5900000000000001,0.02,-0.6100000000000001,28.0,28.0,2025-01,1,2025Q1,True,43.0,0.14999999999999858,0.10499999999999687,55-65c,40-50,0-0.5%,-1:+1F,NO_loss_cold_lower_tail_hit
2025-01-24,KXHIGHNY-25JAN24-B31.5,31-32F,central,CORE,48.169054583616386,YES,0.47,9AM,69.33,0.951690545836164,False,False,False,32.379999999999995,fixed_weights,0.25,0.35,0.2,0.2,32.9,1.5999999999999996,32.0,0.3999999999999986,False,-0.47,0.02,-0.49,33.0,33.0,2025-01,1,2025Q1,True,48.169054583616386,0.8999999999999986,0.6200000000000045,45-55c,40-50,75-100%,-1:+1F,YES_loss_near_model_or_adjacent
2025-01-24,KXHIGHNY-25JAN24-B33.5,<=nanF,wing_low,CORE,-42.0,NO,0.5800000000000001,9AM,74.33,0.0,True,False,True,32.379999999999995,fixed_weights,0.25,0.35,0.2,0.2,32.9,1.5999999999999996,32.0,0.3999999999999986,False,-0.5800000000000001,0.02,-0.6000000000000001,33.0,33.0,2025-01,1,2025Q1,True,42.0,0.8999999999999986,0.6200000000000045,55-65c,40-50,0-0.5%,-1:+1F,NO_loss_cold_lower_tail_hit
2025-01-24,KXHIGHNY-25JAN24-B33.5,<=nanF,wing_low,DEEP_TAIL_NO,-42.0,NO,0.6000000000000001,9AM,84.33,0.0,True,False,True,32.379999999999995,fixed_weights,0.25,0.35,0.2,0.2,32.9,1.5999999999999996,32.0,0.3999999999999986,False,-0.6000000000000001,0.02,-0.6200000000000001,33.0,33.0,2025-01,1,2025Q1,True,42.0,0.8999999999999986,0.6200000000000045,55-65c,40-50,0-0.5%,-1:+1F,NO_loss_cold_lower_tail_hit
2025-01-25,KXHIGHNY-25JAN25-B30.5,30-31F,central,CORE,58.645178781713625,YES,0.28,9AM,84.67,0.8664517878171363,False,False,False,30.549999999999997,fixed_weights,0.25,0.35,0.2,0.2,30.5,1.5,31.0,0.1000000000000014,False,-0.28,0.02,-0.3,33.0,33.0,2025-01,1,2025Q1,True,58.645178781713625,0.5,2.450000000000003,25-35c,50+,75-100%,+1:+3F,YES_loss_actual_hotter_than_model
2025-01-25,KXHIGHNY-25JAN25-B32.5,<=nanF,wing_low,CORE,-54.0,NO,0.4599999999999999,9AM,79.67,0.0,True,False,True,30.549999999999997,fixed_weights,0.25,0.35,0.2,0.2,30.5,1.5,31.0,0.1000000000000014,False,-0.4599999999999999,0.02,-0.48,33.0,33.0,2025-01,1,2025Q1,True,54.0,0.5,2.450000000000003,45-55c,50+,0-0.5%,+1:+3F,NO_loss_cold_lower_tail_hit
2025-01-25,KXHIGHNY-25JAN25-B32.5,<=nanF,wing_low,DEEP_TAIL_NO,-54.0,NO,0.48,9AM,79.67,0.0,True,False,True,30.549999999999997,fixed_weights,0.25,0.35,0.2,0.2,30.5,1.5,31.0,0.1000000000000014,False,-0.48,0.02,-0.5,33.0,33.0,2025-01,1,2025Q1,True,54.0,0.5,2.450000000000003,45-55c,50+,0-0.5%,+1:+3F,NO_loss_cold_lower_tail_hit
2025-01-26,KXHIGHNY-25JAN26-B41.5,41-42F,central,CORE,22.65441819413966,YES,0.54,9AM,42.54,0.7665441819413966,False,False,False,41.28,fixed_weights,0.25,0.35,0.2,0.2,42.0,1.3999999999999986,40.55,0.0500000000000007,False,-0.54,0.02,-0.56,43.0,43.0,2025-01,1,2025Q1,True,22.65441819413966,1.4500000000000028,1.7199999999999989,45-55c,20-25,75-100%,+1:+3F,YES_loss_near_model_or_adjacent
2025-01-26,KXHIGHNY-25JAN26-T42,<=nanF,wing_low,DEEP_TAIL_NO,-20.0,NO,0.82,9AM,54.0,0.0,True,False,True,41.28,fixed_weights,0.25,0.35,0.2,0.2,42.0,1.3999999999999986,40.55,0.0500000000000007,False,-0.82,0.02,-0.84,43.0,43.0,2025-01,1,2025Q1,True,20.0,1.4500000000000028,1.7199999999999989,>75c,15-20,0-0.5%,+1:+3F,NO_loss_cold_lower_tail_hit
2025-01-27,KXHIGHNY-25JAN27-B40.5,<=nanF,wing_low,DEEP_TAIL_NO,-44.0,NO,0.5800000000000001,9AM,47.33,0.0,True,False,True,37.779999999999994,fixed_weights,0.25,0.35,0.2,0.2,39.3,2.0,36.0,3.299999999999997,False,-0.5800000000000001,0.02,-0.6000000000000001,40.0,40.0,2025-01,1,2025Q1,True,44.0,3.299999999999997,2.220000000000006,55-65c,40-50,0-0.5%,+1:+3F,NO_loss_cold_lower_tail_hit
2025-01-28,KXHIGHNY-25JAN28-T38,<=nanF,wing_low,DEEP_TAIL_NO,-75.0,NO,0.27,9AM,61.17,0.0,True,False,True,38.895,fixed_weights,0.25,0.35,0.2,0.2,40.95,1.9499999999999993,36.3,2.1999999999999993,False,-0.27,0.02,-0.29,42.0,42.0,2025-01,1,2025Q1,True,75.0,4.650000000000006,3.104999999999997,25-35c,50+,0-0.5%,+3:+5F,NO_loss_cold_lower_tail_hit
2025-01-29,KXHIGHNY-25JAN29-T48,<=nanF,wing_low,DEEP_TAIL_NO,-73.0,NO,0.29,9AM,66.17,0.0,True,False,True,49.33,fixed_weights,0.25,0.35,0.2,0.2,50.8,1.3000000000000007,47.45,1.349999999999998,False,-0.29,0.02,-0.31,52.0,52.0,2025-01,1,2025Q1,True,73.0,3.3499999999999943,2.6700000000000017,25-35c,50+,0-0.5%,+1:+3F,NO_loss_cold_lower_tail_hit
2025-01-30,KXHIGHNY-25JAN30-B38.5,<=nanF,wing_low,CORE,-44.0,NO,0.56,9AM,66.67,0.0,True,False,True,34.45,fixed_weights,0.25,0.35,0.2,0.2,35.1,1.5,33.85,1.75,False,-0.56,0.02,-0.5800000000000001,38.0,38.0,2025-01,1,2025Q1,True,44.0,1.25,3.549999999999997,55-65c,40-50,0-0.5%,+3:+5F,NO_loss_cold_lower_tail_hit
2025-01-30,KXHIGHNY-25JAN30-B38.5,<=nanF,wing_low,DEEP_TAIL_NO,-44.0,NO,0.5800000000000001,9AM,66.67,0.0,True,False,True,34.45,fixed_weights,0.25,0.35,0.2,0.2,35.1,1.5,33.85,1.75,False,-0.5800000000000001,0.02,-0.6000000000000001,38.0,38.0,2025-01,1,2025Q1,True,44.0,1.25,3.549999999999997,55-65c,40-50,0-0.5%,+3:+5F,NO_loss_cold_lower_tail_hit
2025-01-31,KXHIGHNY-25JAN31-T44,<=nanF,wing_low,DEEP_TAIL_NO,-78.0,NO,0.24,9AM,90.33,0.0,True,False,True,43.895,fixed_weights,0.25,0.35,0.2,0.2,44.05,1.349999999999998,44.0,1.3999999999999986,False,-0.24,0.02,-0.26,48.0,48.0,2025-01,1,2025Q1,True,78.0,0.04999999999999716,4.104999999999997,<25c,50+,0-0.5%,+3:+5F,NO_loss_cold_lower_tail_hit
2025-02-01,KXHIGHNY-25FEB01-B47.5,<=nanF,wing_low,DEEP_TAIL_NO,-98.0,NO,0.04,9AM,84.67,0.0,True,False,True,44.125,fixed_weights,0.25,0.35,0.2,0.2,44.55,1.849999999999998,43.95,0.9499999999999992,False,-0.04,0.01,-0.05,48.0,48.0,2025-02,2,2025Q1,True,98.0,0.5999999999999943,3.875,<25c,50+,0-0.5%,+3:+5F,NO_loss_cold_lower_tail_hit
2025-02-03,KXHIGHNY-25FEB03-B48.5,<=nanF,wing_low,DEEP_TAIL_NO,-8.0,NO,0.94,9AM,33.33,0.0,True,False,True,43.650000000000006,fixed_weights,0.25,0.35,0.2,0.2,44.5,2.700000000000003,43.05,0.9499999999999992,False,-0.94,0.01,-0.95,49.0,49.0,2025-02,2,2025Q1,True,8.0,1.4500000000000028,5.349999999999994,>75c,0-15,0-0.5%,+5:+8F,NO_loss_cold_lower_tail_hit
