trades,trading_days,win_rate,profitable_days,profitable_day_rate,net_pnl,gross_pnl,sharpe,max_drawdown,avg_entry_price,median_entry_price,avg_return,strategy,timing,p_yes_max,yes_price_min,yes_price_max
808,411,0.9801980198019802,395,0.9610705596107056,-8.769999999999989,-0.6899999999999862,-0.07767843859883747,-9.419999999999984,0.9810519801980199,0.99,-0.010934721928458678,NEAR_CONFIRMED_NO,open,0.05,,0.1
685,382,0.9547445255474453,351,0.918848167539267,5.460000000000006,12.960000000000006,0.0451199933658864,-13.09,0.9358248175182483,0.98,0.01335401119691177,DEEP_TAIL_NO,9AM,0.005,0.01,
375,265,0.92,235,0.8867924528301887,6.460000000000003,10.860000000000005,0.07398079080846079,-13.09,0.8910399999999999,0.95,0.027086929813294865,DEEP_TAIL_NO,9AM,0.005,0.03,
241,197,0.8838174273858921,169,0.8578680203045685,6.490000000000005,9.550000000000002,0.09767611691639526,-11.290000000000001,0.8441908713692946,0.9,0.04226338510464359,DEEP_TAIL_NO,9AM,0.005,0.05,
139,131,0.8273381294964028,107,0.816793893129771,5.869999999999999,7.91,0.13126806281656658,-8.8,0.7704316546762591,0.83,0.06831680913147312,DEEP_TAIL_NO,9AM,0.005,0.1,
96,90,0.7604166666666666,67,0.7444444444444445,2.7399999999999993,4.350000000000001,0.07655124633758313,-9.170000000000002,0.7151041666666668,0.79,0.062103033712079904,DEEP_TAIL_NO,9AM,0.005,0.15,
39,38,0.5641025641025641,21,0.5526315789473685,-0.5900000000000013,0.14999999999999902,-0.033525184173449143,-6.510000000000001,0.5602564102564103,0.62,0.04886730700707998,DEEP_TAIL_NO,9AM,0.005,0.25,
784,407,0.9540816326530612,371,0.9115479115479116,12.240000000000002,21.04000000000001,0.08442433725998733,-11.89,0.9272448979591837,0.98,0.02490132780661406,DEEP_TAIL_NO,9AM,0.01,0.01,
456,306,0.9232456140350878,271,0.8856209150326797,13.240000000000002,18.760000000000005,0.12244749889255706,-11.89,0.8821052631578947,0.94,0.04502794300545269,DEEP_TAIL_NO,9AM,0.01,0.03,
301,234,0.893687707641196,202,0.8632478632478633,13.950000000000003,17.92,0.1696694158471011,-10.43,0.8341528239202657,0.88,0.07064020609878287,DEEP_TAIL_NO,9AM,0.01,0.05,
183,166,0.8524590163934426,139,0.8373493975903614,13.61,16.399999999999995,0.2420948059853076,-7.75,0.7628415300546447,0.82,0.1139928348072727,DEEP_TAIL_NO,9AM,0.01,0.1,
132,121,0.803030303030303,95,0.7851239669421488,9.669999999999998,11.950000000000001,0.20864274224202603,-8.240000000000002,0.7124999999999999,0.77,0.12434128999101982,DEEP_TAIL_NO,9AM,0.01,0.15,
64,63,0.6875,43,0.6825396825396826,4.509999999999999,5.75,0.17105174094502917,-6.15,0.59765625,0.66,0.1579315674040276,DEEP_TAIL_NO,9AM,0.01,0.25,
911,423,0.9517014270032931,379,0.8959810874704491,23.960000000000004,34.52000000000001,0.137094385914414,-10.28,0.9138090010976948,0.97,0.03761040810856619,DEEP_TAIL_NO,9AM,0.02,0.01,
560,357,0.9232142857142858,314,0.8795518207282913,24.96,32.010000000000005,0.18626147257687536,-10.28,0.8660535714285714,0.93,0.06298782642322287,DEEP_TAIL_NO,9AM,0.02,0.03,
397,295,0.8992443324937027,255,0.864406779661017,25.530000000000005,30.950000000000003,0.23954185859591495,-9.4,0.8212846347607051,0.87,0.09032499576519022,DEEP_TAIL_NO,9AM,0.02,0.05,
257,225,0.867704280155642,191,0.8488888888888889,25.03,29.049999999999997,0.33255512698215317,-6.890000000000001,0.7546692607003891,0.8,0.13731530541554546,DEEP_TAIL_NO,9AM,0.02,0.1,
192,169,0.828125,136,0.8047337278106509,19.7,23.07,0.310156229897267,-6.890000000000001,0.70796875,0.76,0.15248847386463005,DEEP_TAIL_NO,9AM,0.02,0.15,
99,94,0.7373737373737373,68,0.723404255319149,11.27,13.2,0.29772542443501643,-6.15,0.604040404040404,0.65,0.19053148471118433,DEEP_TAIL_NO,9AM,0.02,0.25,
973,427,0.9455292908530318,374,0.8758782201405152,26.060000000000002,37.52000000000001,0.13347150514268608,-9.700000000000003,0.9069681397738953,0.97,0.03724743120666962,DEEP_TAIL_NO,9AM,0.03,0.01,
615,372,0.9154471544715447,320,0.8602150537634409,27.060000000000002,34.940000000000005,0.17769459297803902,-9.700000000000003,0.8586341463414633,0.92,0.060572116380797646,DEEP_TAIL_NO,9AM,0.03,0.03,
446,319,0.8901345291479821,270,0.8463949843260188,27.550000000000004,33.74000000000001,0.22283962916385533,-8.8,0.8144843049327354,0.865,0.08465389833191389,DEEP_TAIL_NO,9AM,0.03,0.05,
296,253,0.8547297297297297,210,0.8300395256916996,26.599999999999994,31.289999999999996,0.29328781412014465,-6.290000000000002,0.7490202702702703,0.8,0.12401365328574566,DEEP_TAIL_NO,9AM,0.03,0.1,
223,193,0.8116591928251121,151,0.7823834196891192,20.53,24.490000000000002,0.2656783407743408,-6.290000000000001,0.7018385650224215,0.75,0.13394979427442605,DEEP_TAIL_NO,9AM,0.03,0.15,
120,114,0.7166666666666667,80,0.7017543859649122,11.239999999999997,13.579999999999998,0.2328980709139171,-5.630000000000001,0.6035000000000001,0.65,0.1533600471727695,DEEP_TAIL_NO,9AM,0.03,0.25,
1075,434,0.9311627906976744,360,0.8294930875576036,26.480000000000004,39.50000000000001,0.10864923167169195,-8.72,0.8944186046511627,0.97,0.03773130272093912,DEEP_TAIL_NO,9AM,0.05,0.01,
704,396,0.8977272727272727,324,0.8181818181818182,28.480000000000004,37.790000000000006,0.1477484640757938,-8.72,0.8440482954545455,0.91,0.06048487563240281,DEEP_TAIL_NO,9AM,0.05,0.03,
529,351,0.8695652173913043,282,0.8034188034188035,28.88,36.44,0.17859699368833432,-7.840000000000002,0.800680529300567,0.85,0.08127159094906157,DEEP_TAIL_NO,9AM,0.05,0.05,
366,291,0.8278688524590164,228,0.7835051546391752,27.249999999999996,33.17999999999999,0.2168256479890781,-5.6899999999999995,0.7372131147540983,0.775,0.11261533071197735,DEEP_TAIL_NO,9AM,0.05,0.1,
282,233,0.7801418439716312,171,0.7339055793991416,20.069999999999993,25.16,0.18412425285425163,-5.69,0.6909219858156028,0.72,0.11747516652966582,DEEP_TAIL_NO,9AM,0.05,0.15,
169,158,0.7100591715976331,109,0.689873417721519,14.029999999999996,17.34,0.19532442563468094,-5.630000000000002,0.6074556213017751,0.65,0.15142693456731315,DEEP_TAIL_NO,9AM,0.05,0.25,
1204,436,0.9177740863787376,337,0.7729357798165137,32.209999999999994,47.24000000000001,0.1105448893697364,-8.24,0.8785382059800666,0.96,0.037630878973895505,DEEP_TAIL_NO,9AM,0.1,0.01,
817,414,0.8812729498164015,317,0.7657004830917874,34.21,45.370000000000005,0.14517407738366234,-8.24,0.8257405140758873,0.89,0.05792873966312388,DEEP_TAIL_NO,9AM,0.1,0.03,
637,394,0.8524332810047096,300,0.7614213197969543,34.50999999999999,43.870000000000005,0.1701157367469505,-7.379999999999998,0.783563579277865,0.83,0.07478180013831875,DEEP_TAIL_NO,9AM,0.1,0.05,
463,349,0.8120950323974082,262,0.7507163323782235,33.33999999999999,40.959999999999994,0.20469235594574092,-5.28,0.7236285097192225,0.77,0.10007787730442741,DEEP_TAIL_NO,9AM,0.1,0.1,
369,294,0.7669376693766937,208,0.7074829931972789,25.119999999999997,31.8,0.17435284420250724,-6.3099999999999845,0.6807588075880758,0.71,0.10046034223007502,DEEP_TAIL_NO,9AM,0.1,0.15,
231,208,0.7012987012987013,139,0.6682692307692307,18.939999999999994,23.459999999999994,0.19382444945795851,-7.45999999999999,0.5997402597402597,0.64,0.12760985261706567,DEEP_TAIL_NO,9AM,0.1,0.25,
119,118,0.4117647058823529,48,0.4067796610169492,-4.540000000000005,-2.320000000000003,-0.07804727353233874,-12.19,0.43126050420168066,0.5,-0.08539263235445686,TAIL_NO,9AM,0.2,0.45,
51,51,0.43137254901960786,22,0.43137254901960786,5.879999999999999,6.7399999999999975,0.2553547242246157,-3.42,0.29921568627450984,0.4,0.19906677295537747,TAIL_NO,9AM,0.2,0.55,
