date,ticker,bracket,sleeve,gap_pp,direction,entry_price,entry_timing,confidence,model_prob,consensus,physics_mean,physics_spread,ai_mean,ai_spread,win,gross,fee,net,actual_temp,settlement_temp,month
2024-10-18,HIGHNY-24OCT18-B63.5,63-64F,CORE,-61.473741837451136,NO,0.38,11AM,100,0.005262581625488691,66.17999999999999,67.1,0.19999999999999576,64.85,0.25,True,0.62,0.02,0.6,66.0,66.0,2024-10
2024-10-18,HIGHNY-24OCT18-B63.5,63-64F,TAIL_NO,-61.473741837451136,NO,0.4,11AM,100,0.005262581625488691,66.17999999999999,67.1,0.19999999999999576,64.85,0.25,True,0.6,0.02,0.58,66.0,66.0,2024-10
2024-10-18,HIGHNY-24OCT18-B63.5,63-64F,DEEP_TAIL_NO,-61.473741837451136,NO,0.4,11AM,100,0.005262581625488691,66.17999999999999,67.1,0.19999999999999576,64.85,0.25,True,0.6,0.02,0.58,66.0,66.0,2024-10
2024-10-18,HIGHNY-24OCT18-B65.5,65-66F,CORE,26.643282461082723,YES,0.43,11AM,100,0.6964328246108272,66.17999999999999,67.1,0.19999999999999576,64.85,0.25,True,0.5700000000000001,0.02,0.55,66.0,66.0,2024-10
2024-10-20,HIGHNY-24OCT20-B74.5,74-75F,TAIL_NO,-21.521908778829424,NO,0.43000000000000005,11AM,80,0.37478091221170573,73.475,75.05000000000001,0.14999999999999858,71.15,0.3500000000000014,True,0.57,0.02,0.5499999999999999,73.0,73.0,2024-10
2024-10-23,HIGHNY-24OCT23-B75.5,75-76F,CORE,-26.013311205720257,NO,0.35,11AM,100,0.38986688794279745,74.515,75.35,0.3500000000000014,73.35,0.8500000000000014,False,-0.35,0.02,-0.37,75.0,75.0,2024-10
2024-10-23,HIGHNY-24OCT23-B75.5,75-76F,TAIL_NO,-26.013311205720257,NO,0.37,11AM,100,0.38986688794279745,74.515,75.35,0.3500000000000014,73.35,0.8500000000000014,False,-0.37,0.02,-0.39,75.0,75.0,2024-10
2024-10-23,HIGHNY-24OCT23-B77.5,77-78F,CORE,-28.56643864491632,NO,0.6799999999999999,11AM,100,0.03433561355083681,74.515,75.35,0.3500000000000014,73.35,0.8500000000000014,True,0.32000000000000006,0.02,0.30000000000000004,75.0,75.0,2024-10
2024-10-24,KXHIGHNY-24OCT24-B64.5,64-65F,DEEP_TAIL_NO,-13.999999999210983,NO,0.88,11AM,80,7.890193596846379e-12,68.355,69.35,0.3500000000000014,66.94999999999999,0.3500000000000014,True,0.12,0.01,0.11,69.0,69.0,2024-10
2024-10-24,KXHIGHNY-24OCT24-B66.5,66-67F,CORE,-21.200979710235945,NO,0.61,11AM,100,0.17799020289764056,68.355,69.35,0.3500000000000014,66.94999999999999,0.3500000000000014,True,0.39,0.02,0.37,69.0,69.0,2024-10
2024-10-24,KXHIGHNY-24OCT24-T67,>67F,CORE,20.20097970944693,YES,0.62,11AM,100,0.8220097970944693,68.355,69.35,0.3500000000000014,66.94999999999999,0.3500000000000014,True,0.38,0.02,0.36,69.0,69.0,2024-10
2024-10-25,KXHIGHNY-24OCT25-T66,>66F,TAIL_NO,-61.68794822999133,NO,0.4,11AM,80,0.0031205177000867,62.669999999999995,63.7,0.09999999999999788,61.150000000000006,0.05000000000000071,True,0.6,0.02,0.58,62.0,62.0,2024-10
2024-10-25,KXHIGHNY-24OCT25-T66,>66F,DEEP_TAIL_NO,-61.68794822999133,NO,0.4,11AM,80,0.0031205177000867,62.669999999999995,63.7,0.09999999999999788,61.150000000000006,0.05000000000000071,True,0.6,0.02,0.58,62.0,62.0,2024-10
2024-10-26,KXHIGHNY-24OCT26-B63.5,63-64F,CORE,16.426429570051116,YES,0.5,11AM,100,0.6642642957005112,64.28,65.1,0.0,63.05,0.05000000000000071,True,0.5,0.02,0.48,64.0,64.0,2024-10
2024-10-26,KXHIGHNY-24OCT26-T70,>70F,DEEP_TAIL_NO,-8.987526021394258,NO,0.93,11AM,80,0.0001247397860574262,64.28,65.1,0.0,63.05,0.05000000000000071,True,0.06999999999999995,0.01,0.05999999999999995,64.0,64.0,2024-10
2024-10-27,KXHIGHNY-24OCT27-T53,<=53F,TAIL_NO,-90.0,NO,0.12,11AM,100,2.1858981925630334e-186,57.445,58.45,0.25,56.0,0.29999999999999716,True,0.88,0.01,0.87,57.0,57.0,2024-10
2024-10-27,KXHIGHNY-24OCT27-T53,<=53F,DEEP_TAIL_NO,-90.0,NO,0.12,11AM,100,2.1858981925630334e-186,57.445,58.45,0.25,56.0,0.29999999999999716,True,0.88,0.01,0.87,57.0,57.0,2024-10
2024-10-28,KXHIGHNY-24OCT28-B57.5,57-58F,DEEP_TAIL_NO,-16.88217504108666,NO,0.84,11AM,100,0.011178249589133394,60.065,61.150000000000006,1.0500000000000007,58.7,0.09999999999999788,True,0.16000000000000003,0.01,0.15000000000000002,61.0,61.0,2024-10
2024-10-28,KXHIGHNY-24OCT28-B59.5,59-60F,CORE,17.712975803761587,YES,0.55,11AM,100,0.7271297580376159,60.065,61.150000000000006,1.0500000000000007,58.7,0.09999999999999788,False,-0.55,0.02,-0.5700000000000001,61.0,61.0,2024-10
2024-10-29,KXHIGHNY-24OCT29-B66.5,66-67F,CORE,-53.046681193915,NO,0.44999999999999996,11AM,100,0.019533188060850026,63.089999999999996,63.7,0.3000000000000007,62.25,0.25,True,0.55,0.02,0.53,63.0,63.0,2024-10
2024-10-29,KXHIGHNY-24OCT29-B66.5,66-67F,TAIL_NO,-53.046681193915,NO,0.47,11AM,100,0.019533188060850026,63.089999999999996,63.7,0.3000000000000007,62.25,0.25,True,0.53,0.02,0.51,63.0,63.0,2024-10
2024-10-29,KXHIGHNY-24OCT29-B66.5,66-67F,DEEP_TAIL_NO,-53.046681193915,NO,0.47,11AM,100,0.019533188060850026,63.089999999999996,63.7,0.3000000000000007,62.25,0.25,True,0.53,0.02,0.51,63.0,63.0,2024-10
2024-10-30,KXHIGHNY-24OCT30-B69.5,69-70F,DEEP_TAIL_NO,-9.0,NO,0.93,11AM,50,1.2546938919887168e-130,75.18,77.30000000000001,0.3999999999999986,72.1,0.6000000000000014,True,0.06999999999999995,0.01,0.05999999999999995,76.0,76.0,2024-10
2024-10-30,KXHIGHNY-24OCT30-B71.5,71-72F,DEEP_TAIL_NO,-14.999999830249639,NO,0.87,11AM,50,1.697503610746291e-09,75.18,77.30000000000001,0.3999999999999986,72.1,0.6000000000000014,True,0.13,0.01,0.12000000000000001,76.0,76.0,2024-10
2024-10-30,KXHIGHNY-24OCT30-B73.5,73-74F,TAIL_NO,-39.42074133406405,NO,0.37,11AM,80,0.25579258665935956,75.18,77.30000000000001,0.3999999999999986,72.1,0.6000000000000014,True,0.63,0.02,0.61,76.0,76.0,2024-10
2024-10-31,KXHIGHNY-24OCT31-B76.5,76-77F,DEEP_TAIL_NO,-8.999690319762841,NO,0.93,11AM,50,3.096802371574649e-06,79.835,81.65,0.5500000000000043,77.25,0.6500000000000057,True,0.06999999999999995,0.01,0.05999999999999995,81.0,81.0,2024-10
2024-11-02,KXHIGHNY-24NOV02-B55.5,55-56F,DEEP_TAIL_NO,-6.999999999889638,NO,0.95,11AM,80,1.1036362630859844e-12,59.41,60.1,0.5,58.5,0.29999999999999716,True,0.050000000000000044,0.01,0.04000000000000004,60.0,60.0,2024-11
2024-11-02,KXHIGHNY-24NOV02-B59.5,59-60F,CORE,41.620300772320235,YES,0.31,11AM,100,0.7262030077232023,59.41,60.1,0.5,58.5,0.29999999999999716,True,0.69,0.02,0.6699999999999999,60.0,60.0,2024-11
2024-11-02,KXHIGHNY-24NOV02-B61.5,61-62F,CORE,-44.04952663992587,NO,0.44999999999999996,11AM,100,0.10950473360074131,59.41,60.1,0.5,58.5,0.29999999999999716,True,0.55,0.02,0.53,60.0,60.0,2024-11
2024-11-02,KXHIGHNY-24NOV02-B61.5,61-62F,TAIL_NO,-44.04952663992587,NO,0.47,11AM,100,0.10950473360074131,59.41,60.1,0.5,58.5,0.29999999999999716,True,0.53,0.02,0.51,60.0,60.0,2024-11
2024-11-02,KXHIGHNY-24NOV02-T55,<=55F,DEEP_TAIL_NO,-10.0,NO,0.92,11AM,80,7.831732886177611e-178,59.41,60.1,0.5,58.5,0.29999999999999716,True,0.07999999999999996,0.01,0.06999999999999997,60.0,60.0,2024-11
2024-11-02,KXHIGHNY-24NOV02-T62,>62F,DEEP_TAIL_NO,-11.156295303129028,NO,0.9,11AM,80,0.008437046968709727,59.41,60.1,0.5,58.5,0.29999999999999716,True,0.09999999999999998,0.01,0.08999999999999998,60.0,60.0,2024-11
2024-11-03,KXHIGHNY-24NOV03-B54.5,54-55F,CORE,29.045386254348553,YES,0.34,11AM,100,0.6304538625434856,54.11000000000001,55.0,0.10000000000000142,52.8,0.0,True,0.6599999999999999,0.02,0.6399999999999999,54.0,54.0,2024-11
2024-11-03,KXHIGHNY-24NOV03-B56.5,56-57F,CORE,-42.528987773864216,NO,0.5,11AM,100,0.07471012226135787,54.11000000000001,55.0,0.10000000000000142,52.8,0.0,True,0.5,0.02,0.48,54.0,54.0,2024-11
2024-11-03,KXHIGHNY-24NOV03-B56.5,56-57F,TAIL_NO,-42.528987773864216,NO,0.52,11AM,100,0.07471012226135787,54.11000000000001,55.0,0.10000000000000142,52.8,0.0,True,0.48,0.02,0.45999999999999996,54.0,54.0,2024-11
2024-11-03,KXHIGHNY-24NOV03-B58.5,58-59F,DEEP_TAIL_NO,-19.47426109598254,NO,0.82,11AM,100,0.005257389040174587,54.11000000000001,55.0,0.10000000000000142,52.8,0.0,True,0.18000000000000005,0.02,0.16000000000000006,54.0,54.0,2024-11
2024-11-03,KXHIGHNY-24NOV03-T52,<=52F,DEEP_TAIL_NO,-6.999998954416475,NO,0.95,11AM,80,1.0455835249450596e-08,54.11000000000001,55.0,0.10000000000000142,52.8,0.0,True,0.050000000000000044,0.01,0.04000000000000004,54.0,54.0,2024-11
2024-11-03,KXHIGHNY-24NOV03-T59,>59F,DEEP_TAIL_NO,-14.961827528053748,NO,0.87,11AM,80,0.0003817247194625173,54.11000000000001,55.0,0.10000000000000142,52.8,0.0,True,0.13,0.01,0.12000000000000001,54.0,54.0,2024-11
2024-11-04,KXHIGHNY-24NOV04-B57.5,57-58F,CORE,-19.111844684673894,NO,0.38,11AM,100,0.42888155315326104,56.614999999999995,56.75,0.5499999999999972,56.55,0.05000000000000071,False,-0.38,0.02,-0.4,58.0,58.0,2024-11
2024-11-04,KXHIGHNY-24NOV04-B59.5,59-60F,CORE,-29.08235032338223,NO,0.6699999999999999,11AM,100,0.03917649676617774,56.614999999999995,56.75,0.5499999999999972,56.55,0.05000000000000071,True,0.33000000000000007,0.02,0.31000000000000005,58.0,58.0,2024-11
2024-11-04,KXHIGHNY-24NOV04-B61.5,61-62F,DEEP_TAIL_NO,-10.729801366551696,NO,0.91,11AM,80,0.002701986334483042,56.614999999999995,56.75,0.5499999999999972,56.55,0.05000000000000071,True,0.08999999999999997,0.01,0.07999999999999997,58.0,58.0,2024-11
2024-11-04,KXHIGHNY-24NOV04-T62,>62F,DEEP_TAIL_NO,-6.9804085812630365,NO,0.95,11AM,80,0.00019591418736963906,56.614999999999995,56.75,0.5499999999999972,56.55,0.05000000000000071,True,0.050000000000000044,0.01,0.04000000000000004,58.0,58.0,2024-11
2024-11-05,KXHIGHNY-24NOV05-B73.5,73-74F,TAIL_NO,-37.980393848433856,NO,0.53,11AM,80,0.11019606151566141,71.415,72.85,0.5500000000000043,69.4,0.5,False,-0.53,0.02,-0.55,73.0,73.0,2024-11
2024-11-05,KXHIGHNY-24NOV05-T74,>74F,DEEP_TAIL_NO,-10.150615058349922,NO,0.91,11AM,50,0.008493849416500776,71.415,72.85,0.5500000000000043,69.4,0.5,True,0.08999999999999997,0.01,0.07999999999999997,73.0,73.0,2024-11
2024-11-07,KXHIGHNY-24NOV07-B76.5,76-77F,DEEP_TAIL_NO,-29.20818892687908,NO,0.72,11AM,80,0.007918110731209183,72.41499999999999,73.85,0.75,70.44999999999999,0.6499999999999986,True,0.28,0.02,0.26,73.0,73.0,2024-11
2024-11-07,KXHIGHNY-24NOV07-T77,>77F,DEEP_TAIL_NO,-5.942426131470863,NO,0.96,11AM,50,0.0005757386852913715,72.41499999999999,73.85,0.75,70.44999999999999,0.6499999999999986,True,0.040000000000000036,0.01,0.030000000000000034,73.0,73.0,2024-11
2024-11-08,KXHIGHNY-24NOV08-T70,>70F,DEEP_TAIL_NO,-6.605330706146599,NO,0.94,11AM,50,0.013946692938534011,67.785,69.15,0.44999999999999574,65.85,0.3500000000000014,True,0.06000000000000005,0.01,0.05000000000000005,69.0,69.0,2024-11
2024-11-09,KXHIGHNY-24NOV09-B56.5,56-57F,TAIL_NO,-37.86973277601264,NO,0.45000000000000007,11AM,100,0.19130267223987352,54.865,55.150000000000006,0.4499999999999993,54.55,0.25,True,0.5499999999999999,0.02,0.5299999999999999,54.0,54.0,2024-11
2024-11-09,KXHIGHNY-24NOV09-T57,>57F,CORE,-28.447794919243236,NO,0.7,11AM,100,0.015522050807567633,54.865,55.150000000000006,0.4499999999999993,54.55,0.25,True,0.30000000000000004,0.02,0.28,54.0,54.0,2024-11
2024-11-09,KXHIGHNY-24NOV09-T57,>57F,DEEP_TAIL_NO,-28.447794919243236,NO,0.72,11AM,100,0.015522050807567633,54.865,55.150000000000006,0.4499999999999993,54.55,0.25,True,0.28,0.02,0.26,54.0,54.0,2024-11
2024-11-10,KXHIGHNY-24NOV10-B59.5,59-60F,CORE,-53.65219916115447,NO,0.37,11AM,100,0.09347800838845532,57.285000000000004,57.45,0.05000000000000071,57.05,0.4499999999999993,True,0.63,0.02,0.61,58.0,58.0,2024-11
2024-11-10,KXHIGHNY-24NOV10-B59.5,59-60F,TAIL_NO,-53.65219916115447,NO,0.39,11AM,100,0.09347800838845532,57.285000000000004,57.45,0.05000000000000071,57.05,0.4499999999999993,True,0.61,0.02,0.59,58.0,58.0,2024-11
2024-11-10,KXHIGHNY-24NOV10-B61.5,61-62F,CORE,-31.334957059288964,NO,0.6799999999999999,11AM,100,0.006650429407110359,57.285000000000004,57.45,0.05000000000000071,57.05,0.4499999999999993,True,0.32000000000000006,0.02,0.30000000000000004,58.0,58.0,2024-11
2024-11-10,KXHIGHNY-24NOV10-B61.5,61-62F,DEEP_TAIL_NO,-31.334957059288964,NO,0.7,11AM,100,0.006650429407110359,57.285000000000004,57.45,0.05000000000000071,57.05,0.4499999999999993,True,0.30000000000000004,0.02,0.28,58.0,58.0,2024-11
2024-11-13,KXHIGHNY-24NOV13-B50.5,50-51F,CORE,-31.86795969794184,NO,0.5,11AM,100,0.1813204030205816,48.82,49.5,1.0,48.05,0.34999999999999787,False,-0.5,0.02,-0.52,50.0,50.0,2024-11
2024-11-13,KXHIGHNY-24NOV13-B50.5,50-51F,TAIL_NO,-31.86795969794184,NO,0.52,11AM,100,0.1813204030205816,48.82,49.5,1.0,48.05,0.34999999999999787,False,-0.52,0.02,-0.54,50.0,50.0,2024-11
2024-11-13,KXHIGHNY-24NOV13-T51,>51F,DEEP_TAIL_NO,-14.53846279375097,NO,0.86,11AM,80,0.014615372062490306,48.82,49.5,1.0,48.05,0.34999999999999787,True,0.14,0.01,0.13,50.0,50.0,2024-11
2024-11-14,KXHIGHNY-24NOV14-B48.5,48-49F,CORE,-56.560859115410146,NO,0.37,11AM,100,0.06439140884589856,45.995000000000005,46.05,0.34999999999999787,46.0,0.8999999999999986,True,0.63,0.02,0.61,47.0,47.0,2024-11
2024-11-14,KXHIGHNY-24NOV14-B48.5,48-49F,TAIL_NO,-56.560859115410146,NO,0.39,11AM,100,0.06439140884589856,45.995000000000005,46.05,0.34999999999999787,46.0,0.8999999999999986,True,0.61,0.02,0.59,47.0,47.0,2024-11
2024-11-14,KXHIGHNY-24NOV14-B50.5,50-51F,CORE,-30.54954812559268,NO,0.69,11AM,100,0.004504518744073205,45.995000000000005,46.05,0.34999999999999787,46.0,0.8999999999999986,True,0.31000000000000005,0.02,0.29000000000000004,47.0,47.0,2024-11
2024-11-14,KXHIGHNY-24NOV14-B50.5,50-51F,DEEP_TAIL_NO,-30.54954812559268,NO,0.71,11AM,100,0.004504518744073205,45.995000000000005,46.05,0.34999999999999787,46.0,0.8999999999999986,True,0.29000000000000004,0.02,0.27,47.0,47.0,2024-11
2024-11-15,KXHIGHNY-24NOV15-B58.5,58-59F,CORE,-28.496872301053287,NO,0.30000000000000004,11AM,100,0.41503127698946707,57.58,58.5,1.2000000000000028,56.5,0.10000000000000142,False,-0.30000000000000004,0.02,-0.32000000000000006,58.0,58.0,2024-11
2024-11-20,KXHIGHNY-24NOV20-B59.5,59-60F,TAIL_NO,-36.18740389878384,NO,0.33000000000000007,11AM,100,0.3281259610121615,58.345,58.55,0.34999999999999787,57.95,0.4499999999999993,False,-0.33000000000000007,0.02,-0.3500000000000001,60.0,60.0,2024-11
2024-11-20,KXHIGHNY-24NOV20-B61.5,61-62F,CORE,-22.258310587725873,NO,0.75,11AM,100,0.027416894122741287,58.345,58.55,0.34999999999999787,57.95,0.4499999999999993,True,0.25,0.02,0.23,60.0,60.0,2024-11
2024-11-20,KXHIGHNY-24NOV20-T62,>62F,DEEP_TAIL_NO,-6.798514437346475,NO,0.95,11AM,80,0.00201485562653525,58.345,58.55,0.34999999999999787,57.95,0.4499999999999993,True,0.050000000000000044,0.01,0.04000000000000004,60.0,60.0,2024-11
2024-11-22,KXHIGHNY-24NOV22-B41.5,41-42F,CORE,-49.12888869560289,NO,0.33999999999999997,11AM,100,0.16871111304397113,39.76,39.400000000000006,0.1999999999999993,40.349999999999994,1.0500000000000007,True,0.66,0.02,0.64,40.0,40.0,2024-11
2024-11-22,KXHIGHNY-24NOV22-B41.5,41-42F,TAIL_NO,-49.12888869560289,NO,0.36,11AM,100,0.16871111304397113,39.76,39.400000000000006,0.1999999999999993,40.349999999999994,1.0500000000000007,True,0.64,0.02,0.62,40.0,40.0,2024-11
2024-11-22,KXHIGHNY-24NOV22-B43.5,43-44F,DEEP_TAIL_NO,-13.742864152235686,NO,0.87,11AM,80,0.012571358477643124,39.76,39.400000000000006,0.1999999999999993,40.349999999999994,1.0500000000000007,True,0.13,0.01,0.12000000000000001,40.0,40.0,2024-11
2024-11-23,KXHIGHNY-24NOV23-B50.5,50-51F,CORE,-44.93960148234639,NO,0.5,11AM,100,0.05060398517653608,47.81,47.7,0.5,48.1,0.6000000000000014,True,0.5,0.02,0.48,49.0,49.0,2024-11
2024-11-23,KXHIGHNY-24NOV23-B50.5,50-51F,TAIL_NO,-44.93960148234639,NO,0.52,11AM,100,0.05060398517653608,47.81,47.7,0.5,48.1,0.6000000000000014,True,0.48,0.02,0.45999999999999996,49.0,49.0,2024-11
2024-11-23,KXHIGHNY-24NOV23-B52.5,52-53F,DEEP_TAIL_NO,-7.648751052867168,NO,0.94,11AM,80,0.0035124894713283172,47.81,47.7,0.5,48.1,0.6000000000000014,True,0.06000000000000005,0.01,0.05000000000000005,49.0,49.0,2024-11
2024-11-25,KXHIGHNY-24NOV25-B52.5,52-53F,TAIL_NO,-19.983968366523918,NO,0.53,11AM,70,0.2901603163347608,51.230000000000004,52.900000000000006,1.6999999999999993,49.15,2.6499999999999986,True,0.47,0.02,0.44999999999999996,54.0,54.0,2024-11
2024-11-25,KXHIGHNY-24NOV25-B54.5,54-55F,TAIL_NO,-45.64658263133423,NO,0.54,11AM,80,0.023534173686657667,51.230000000000004,52.900000000000006,1.6999999999999993,49.15,2.6499999999999986,False,-0.54,0.02,-0.56,54.0,54.0,2024-11
2024-11-26,KXHIGHNY-24NOV26-B58.5,58-59F,TAIL_NO,-46.81244513807508,NO,0.48,11AM,80,0.07187554861924927,56.08,57.2,0.1999999999999993,54.45,1.8499999999999979,False,-0.48,0.02,-0.5,58.0,58.0,2024-11
2024-11-26,KXHIGHNY-24NOV26-B60.5,60-61F,DEEP_TAIL_NO,-18.49503306219062,NO,0.83,11AM,70,0.005049669378093813,56.08,57.2,0.1999999999999993,54.45,1.8499999999999979,True,0.17000000000000004,0.01,0.16000000000000003,58.0,58.0,2024-11
2024-11-27,KXHIGHNY-24NOV27-B52.5,52-53F,TAIL_NO,-61.92601501674426,NO,0.38,11AM,80,0.02073984983255739,49.135000000000005,51.05,1.1500000000000021,46.55,4.25,False,-0.38,0.02,-0.4,52.0,52.0,2024-11
2024-11-27,KXHIGHNY-24NOV27-T53,>53F,DEEP_TAIL_NO,-7.8481417736630465,NO,0.94,11AM,50,0.001518582263369539,49.135000000000005,51.05,1.1500000000000021,46.55,4.25,True,0.06000000000000005,0.01,0.05000000000000005,52.0,52.0,2024-11
2024-11-28,KXHIGHNY-24NOV28-T51,>51F,TAIL_NO,-77.47273896495666,NO,0.24,11AM,80,0.00527261035043336,48.06,48.7,0.5999999999999979,46.95,3.5500000000000007,True,0.76,0.02,0.74,49.0,49.0,2024-11
2024-11-28,KXHIGHNY-24NOV28-T51,>51F,DEEP_TAIL_NO,-77.47273896495666,NO,0.24,11AM,80,0.00527261035043336,48.06,48.7,0.5999999999999979,46.95,3.5500000000000007,True,0.76,0.02,0.74,49.0,49.0,2024-11
2024-11-29,KXHIGHNY-24NOV29-B44.5,44-45F,CORE,34.793221028806066,YES,0.36,11AM,100,0.7079322102880606,45.14,45.3,0.1999999999999993,44.95,0.15000000000000213,False,-0.36,0.02,-0.38,47.0,47.0,2024-11
2024-11-29,KXHIGHNY-24NOV29-B46.5,46-47F,CORE,-33.727038929269526,NO,0.4,11AM,100,0.2627296107073047,45.14,45.3,0.1999999999999993,44.95,0.15000000000000213,False,-0.4,0.02,-0.42000000000000004,47.0,47.0,2024-11
2024-11-29,KXHIGHNY-24NOV29-B46.5,46-47F,TAIL_NO,-33.727038929269526,NO,0.42000000000000004,11AM,100,0.2627296107073047,45.14,45.3,0.1999999999999993,44.95,0.15000000000000213,False,-0.42000000000000004,0.02,-0.44000000000000006,47.0,47.0,2024-11
